"tt_2","0","http://dbpedia.org/ontology/Agent"
"tt_2","2","http://dbpedia.org/ontology/Settlement"
"tt_2","3","http://dbpedia.org/ontology/AdministrativeRegion"
"tt_2","4","http://dbpedia.org/ontology/Country"
"tt_4","0","http://dbpedia.org/ontology/SoccerClub"
"tt_4","1","http://dbpedia.org/ontology/Person"
"tt_4","2","http://dbpedia.org/ontology/SoccerPlayer"
"tt_4","3","http://dbpedia.org/ontology/Company"
"tt_4","4","http://dbpedia.org/ontology/Company"
"tt_4","5","http://www.w3.org/2002/07/owl#Thing"
"tt_5","0","http://dbpedia.org/ontology/Agent"
"tt_5","2","http://dbpedia.org/ontology/Company"
"tt_5","3","http://dbpedia.org/ontology/MusicalArtist"
"tt_5","4","http://www.w3.org/2002/07/owl#Thing"
