"tt_2","1","0","http://dbpedia.org/resource/Ben_Chapman_(baseball) http://dbpedia.org/resource/Ben_Chapman_(baseball_player)"
"tt_2","2","0","http://dbpedia.org/resource/John_Noel_(sport_shooter)"
"tt_2","3","0","http://dbpedia.org/resource/William_Schneider_(politician) http://dbpedia.org/resource/William_J._Schneider"
"tt_2","4","0","http://dbpedia.org/resource/Kevin_Lee_(American_football)"
"tt_2","5","0","http://dbpedia.org/resource/Angela_Little_(actress)"
"tt_2","6","0","http://dbpedia.org/resource/Jerry_Wilson_(defensive_end)"
"tt_3","1","0","http://dbpedia.org/resource/Arsenal_London http://dbpedia.org/resource/Arsenal_F._C. http://dbpedia.org/resource/ARSENAL_FOOTBALL_CLUB http://dbpedia.org/resource/Arsenal_Gunners http://dbpedia.org/resource/List_of_current_Arsenal_FC_players http://dbpedia.org/resource/Arsenal_F_C http://dbpedia.org/resource/Arsenal_F.C. http://dbpedia.org/resource/Arsenal_f._c. http://dbpedia.org/resource/The_Gunners http://dbpedia.org/resource/Arsenal_appreciation http://dbpedia.org/resource/Arsenal:The_Official_Magazine http://dbpedia.org/resource/Wolwich_Arsenal http://dbpedia.org/resource/Arsenal_Football_Club http://dbpedia.org/resource/Victoria_Concordia_Crescit http://dbpedia.org/resource/Royal_Arsenal_F.C. http://dbpedia.org/resource/The_Gooners http://dbpedia.org/resource/Arsenal.com http://dbpedia.org/resource/Woolwich_Arsenal_F.C. http://dbpedia.org/resource/Arsenal.F.C http://dbpedia.org/resource/Dial_Square http://dbpedia.org/resource/FC_Arsenal http://dbpedia.org/resource/Arsenal_FC http://dbpedia.org/resource/Arsenal_F.C http://dbpedia.org/resource/The_Arsenal http://dbpedia.org/resource/Arsenal_fc"
"tt_3","2","0","http://dbpedia.org/resource/Villa_football_club http://dbpedia.org/resource/Aston_vil http://dbpedia.org/resource/Aston_Villa_Football_Club http://dbpedia.org/resource/Aston_Villa_FC http://dbpedia.org/resource/Aston_Villa http://dbpedia.org/resource/Aston_Villa_F_C http://dbpedia.org/resource/Aston_Villa_F._C. http://dbpedia.org/resource/Aston_Villa_Hall_of_Fame http://dbpedia.org/resource/Aston_Villa_F.C. http://dbpedia.org/resource/AVFC http://dbpedia.org/resource/Aston_villa http://dbpedia.org/resource/Villa_News_and_Record http://dbpedia.org/resource/Aston_Villa_F.C"
"tt_3","3","0","http://dbpedia.org/resource/Association_Football_Club_Bournemouth http://dbpedia.org/resource/AFC_Bournemouth http://dbpedia.org/resource/A.F.C._Bournemouth http://dbpedia.org/resource/Afc_bournemouth http://dbpedia.org/resource/Bournemouth_&_Boscombe_Athletic http://dbpedia.org/resource/Bournemouth_A.F.C. http://dbpedia.org/resource/A.F.C._Bournemouth_&_Boscombe_Athletic http://dbpedia.org/resource/Bournemouth_AFC http://dbpedia.org/resource/Boscombe_F.C. http://dbpedia.org/resource/A._F._C._Bournemouth http://dbpedia.org/resource/A_F_C_Bournemouth http://dbpedia.org/resource/FC_Bournemouth http://dbpedia.org/resource/Bournemouth_&_Boscombe_Athletic_F.C. http://dbpedia.org/resource/F.C._Bournemouth http://dbpedia.org/resource/The_Cherries http://dbpedia.org/resource/Afc_Bournemouth"
"tt_3","4","0","http://dbpedia.org/resource/B&HA http://dbpedia.org/resource/Brighton_&_Hove_Albion http://dbpedia.org/resource/Brighton_and_Hove_Albion http://dbpedia.org/resource/Brighton_and_Hove_Albion_F.C. http://dbpedia.org/resource/BHAFC http://dbpedia.org/resource/Brighton_&_Hove_Albion_F.C http://dbpedia.org/resource/Brighton_&_Hove_Albion_FC http://dbpedia.org/resource/Brighton_&_Hove_Albion_F._C. http://dbpedia.org/resource/Brighton_and_Hove_Albion_Football_Club http://dbpedia.org/resource/Brighton_and_Hove_Albion_FC http://dbpedia.org/resource/Brighton_&_Hove_Albion_Football_Club http://dbpedia.org/resource/Brighton_and_hove_albion http://dbpedia.org/resource/Brighton_&_Hove_Albion_F.C. http://dbpedia.org/resource/Brighton_&_Hove_Albion_F_C"
"tt_3","5","0","http://dbpedia.org/resource/Burnley_F_C http://dbpedia.org/resource/Burnley_F._C. http://dbpedia.org/resource/Clarets http://dbpedia.org/resource/Burnley_F.C. http://dbpedia.org/resource/Burnley_Football_Club http://dbpedia.org/resource/The_Clarets http://dbpedia.org/resource/Dingle_FC http://dbpedia.org/resource/Burnley_FC http://dbpedia.org/resource/Burnley_F.C http://dbpedia.org/resource/Burnley_fc"
"tt_3","6","0","http://dbpedia.org/resource/Chelse_FC%5C http://dbpedia.org/resource/Chelsea_Player_of_the_Year http://dbpedia.org/resource/Fc_chelsea http://dbpedia.org/resource/Chelsea_FC_Squad http://dbpedia.org/resource/Full_Chelsea_FC_Squad http://dbpedia.org/resource/Chelsea_football_club http://dbpedia.org/resource/Chelsea_FC_Plc http://dbpedia.org/resource/The_Pensioners http://dbpedia.org/resource/Cheslea_fc http://dbpedia.org/resource/Chelsea_FC http://dbpedia.org/resource/Chelsea_fc http://dbpedia.org/resource/The_Blues_(London) http://dbpedia.org/resource/Chelsea_Football_Club http://dbpedia.org/resource/Chelsea_F.C http://dbpedia.org/resource/Chelsea_FC_London http://dbpedia.org/resource/Chelsea_F.C. http://dbpedia.org/resource/FC_Chelsea http://dbpedia.org/resource/Chelsea's http://dbpedia.org/resource/Chelseafc http://dbpedia.org/resource/Chelsea_F_C http://dbpedia.org/resource/Chelsea_F._C. http://dbpedia.org/resource/Chelsea_London_F.C. http://dbpedia.org/resource/Chelsea_player_of_the_year"
"tt_3","8","1","http://dbpedia.org/resource/Walton-on-the-Hill,_Lancashire http://dbpedia.org/resource/Walton_(Merseyside) http://dbpedia.org/resource/Walton,_Merseyside http://dbpedia.org/resource/Walton,_Liverpool http://dbpedia.org/resource/Walton,_Lancashire"
"tt_3","9","1","http://dbpedia.org/resource/Leicester http://dbpedia.org/resource/Leicester,_England http://dbpedia.org/resource/City_of_Leicester http://dbpedia.org/resource/UN/LOCODE:GBLCS http://dbpedia.org/resource/Liecester http://dbpedia.org/resource/Caerlyr http://dbpedia.org/resource/Leicesterians http://dbpedia.org/resource/Leicester_UA http://dbpedia.org/resource/Caerlŷr http://dbpedia.org/resource/County_Borough_of_Leicester http://dbpedia.org/resource/Leicester,_United_Kingdom http://dbpedia.org/resource/Leicester,_Leicestershire http://dbpedia.org/resource/Leicester,_UK http://dbpedia.org/resource/Leycester http://dbpedia.org/resource/History_of_Leicester"
"tt_3","10","1","http://dbpedia.org/resource/Anfield,_Liverpool http://dbpedia.org/resource/Anfield_(district)"
