"tt_1","1","0","http://dbpedia.org/resource/Presidency_of_George_Washington http://dbpedia.org/resource/George_Washington_administration http://dbpedia.org/resource/Washington_Administration http://dbpedia.org/resource/Washington_administration http://dbpedia.org/resource/George_Washington's_presidency http://dbpedia.org/resource/George_Washington's_Presidency http://dbpedia.org/resource/Presidency_of_george_washington http://dbpedia.org/resource/Washington's_administration"
"tt_1","2","0","http://dbpedia.org/resource/Presidency_of_George_Washington http://dbpedia.org/resource/George_Washington_administration http://dbpedia.org/resource/Washington_Administration http://dbpedia.org/resource/Washington_administration http://dbpedia.org/resource/George_Washington's_presidency http://dbpedia.org/resource/George_Washington's_Presidency http://dbpedia.org/resource/Presidency_of_george_washington http://dbpedia.org/resource/Washington's_administration"
"tt_1","3","0","http://dbpedia.org/resource/The_second_us_president http://dbpedia.org/resource/John_Adams_Jr. http://dbpedia.org/resource/Adams,_John http://dbpedia.org/resource/Novanglus http://dbpedia.org/resource/John_Adams,_Jr. http://dbpedia.org/resource/John_Adams_Administration http://dbpedia.org/resource/John_Adams,_Jr http://dbpedia.org/resource/John_Adam's_Administration http://dbpedia.org/resource/Jon_Adams http://dbpedia.org/resource/John_adams http://dbpedia.org/resource/President_John_Adams http://dbpedia.org/resource/Second_President_of_the_United_States http://dbpedia.org/resource/2nd_President_of_the_United_States http://dbpedia.org/resource/Presidency_of_John_Adams http://dbpedia.org/resource/John_Adams"
"tt_1","4","0","http://dbpedia.org/resource/Presidency_of_thomas_jefferson http://dbpedia.org/resource/Thomas_Jefferson_1801_presidential_inauguration http://dbpedia.org/resource/Presidency_of_Thomas_Jefferson http://dbpedia.org/resource/Jefferson_presidency http://dbpedia.org/resource/Thomas_Jefferson's_presidency http://dbpedia.org/resource/Thomas_Jefferson's_First_Inaugural_Address http://dbpedia.org/resource/Thomas_Jefferson_1805_presidential_inauguration http://dbpedia.org/resource/Jefferson_Administration"
"tt_1","57","6","http://dbpedia.org/resource/Alben_Barkely http://dbpedia.org/resource/Albin_Barkely http://dbpedia.org/resource/Alben_W._Barkely http://dbpedia.org/resource/Alban_Barkley http://dbpedia.org/resource/Alvin_Barkley http://dbpedia.org/resource/Alben_Barkley http://dbpedia.org/resource/Alben_William_Barkley http://dbpedia.org/resource/Alben_W._Barkley http://dbpedia.org/resource/Albin_Barkley http://dbpedia.org/resource/Senator_Alben_Barkley http://dbpedia.org/resource/Alban_Barkely http://dbpedia.org/resource/Dorothy_Brower_Barkley http://dbpedia.org/resource/Alben_W_Barkley"
"tt_1","58","6","http://dbpedia.org/resource/Richard_M._Nixon http://dbpedia.org/resource/Nixon's http://dbpedia.org/resource/Nixonian http://dbpedia.org/resource/President_Richard_Nixon http://dbpedia.org/resource/Richard_Mixon http://dbpedia.org/resource/Tricky_Dick http://dbpedia.org/resource/Nixonite http://dbpedia.org/resource/Arthur_Burdg_Nixon http://dbpedia.org/resource/Richard_Nixon http://dbpedia.org/resource/Dick_Nixon http://dbpedia.org/resource/Nixon,_Richard http://dbpedia.org/resource/Richard_Milhouse_Nixon http://dbpedia.org/resource/Nixon http://dbpedia.org/resource/Nixon,_Richard_M. http://dbpedia.org/resource/President_Nixon http://dbpedia.org/resource/Tricky_dick http://dbpedia.org/resource/Nixson http://dbpedia.org/resource/Richard_Milhous_Nixon http://dbpedia.org/resource/Nixon,_Richard_Milhous http://dbpedia.org/resource/Richard_M_Nixon http://dbpedia.org/resource/Nichard_rixon http://dbpedia.org/resource/Richard_nixon http://dbpedia.org/resource/Rick_Nixon http://dbpedia.org/resource/Tricky_Dick_Nixon http://dbpedia.org/resource/Harold_Samuel_Nixon"
"tt_1","59","6","http://dbpedia.org/resource/Richard_M._Nixon http://dbpedia.org/resource/Nixon's http://dbpedia.org/resource/Nixonian http://dbpedia.org/resource/President_Richard_Nixon http://dbpedia.org/resource/Richard_Mixon http://dbpedia.org/resource/Tricky_Dick http://dbpedia.org/resource/Nixonite http://dbpedia.org/resource/Arthur_Burdg_Nixon http://dbpedia.org/resource/Richard_Nixon http://dbpedia.org/resource/Dick_Nixon http://dbpedia.org/resource/Nixon,_Richard http://dbpedia.org/resource/Richard_Milhouse_Nixon http://dbpedia.org/resource/Nixon http://dbpedia.org/resource/Nixon,_Richard_M. http://dbpedia.org/resource/President_Nixon http://dbpedia.org/resource/Tricky_dick http://dbpedia.org/resource/Nixson http://dbpedia.org/resource/Richard_Milhous_Nixon http://dbpedia.org/resource/Nixon,_Richard_Milhous http://dbpedia.org/resource/Richard_M_Nixon http://dbpedia.org/resource/Nichard_rixon http://dbpedia.org/resource/Richard_nixon http://dbpedia.org/resource/Rick_Nixon http://dbpedia.org/resource/Tricky_Dick_Nixon http://dbpedia.org/resource/Harold_Samuel_Nixon"
"tt_1","60","6","http://dbpedia.org/resource/Lyndon_B._Johnson http://dbpedia.org/resource/L._B._Johnson http://dbpedia.org/resource/Howard_University_Speech http://dbpedia.org/resource/Lyndon_Johnson http://dbpedia.org/resource/Lyndon_B_Johnson http://dbpedia.org/resource/Lindon_Johnson http://dbpedia.org/resource/Rebekah_Baines http://dbpedia.org/resource/President_Lyndon_Johnson http://dbpedia.org/resource/L.B._Johnson http://dbpedia.org/resource/President_Lyndon_B._Johnson http://dbpedia.org/resource/LBJ http://dbpedia.org/resource/L._B._Johnson_Administration http://dbpedia.org/resource/All_I_have_I_would_have_given_gladly... http://dbpedia.org/resource/Lyndon_johnson http://dbpedia.org/resource/President_Lyndon_Baines_Johnson http://dbpedia.org/resource/Lindon_B._Johnson http://dbpedia.org/resource/L._Johnson_Administration http://dbpedia.org/resource/Lyndon_Baynes_Johnson http://dbpedia.org/resource/Johnson,_Lyndon_Baines http://dbpedia.org/resource/Lyndon_Baines_Johnson_Administration http://dbpedia.org/resource/36th_President_of_the_United_States http://dbpedia.org/resource/Lyndon_Baines_Johnson http://dbpedia.org/resource/Lyndon_Johnson_Administration http://dbpedia.org/resource/President_lbj http://dbpedia.org/resource/Rebekah_Baines_Johnson http://dbpedia.org/resource/Lyndon_Banes_Johnson http://dbpedia.org/resource/Lbj http://dbpedia.org/resource/LB_Johnson http://dbpedia.org/resource/President_Lyndon_B_Johnson http://dbpedia.org/resource/L.B.J. http://dbpedia.org/resource/Lyndon_b_johnson http://dbpedia.org/resource/Lyndon_b._johnson http://dbpedia.org/resource/President_LBJ"
"tt_1","62","6","http://dbpedia.org/resource/Hubert_H_Humphrey http://dbpedia.org/resource/Hubet_Humphrey http://dbpedia.org/resource/Hubert_H._Humphrey_II http://dbpedia.org/resource/Hubert_Horatio_Humphrey_Jr. http://dbpedia.org/resource/Hubert_H._Humphrey,_Jr. http://dbpedia.org/resource/Hubert_Humphrey http://dbpedia.org/resource/Hubert_H._Humphrey,_II http://dbpedia.org/resource/Hubert_Horatio_Humphrey,_Jr. http://dbpedia.org/resource/Humphrey_Fellowship http://dbpedia.org/resource/Hubert_Humphrey,_II http://dbpedia.org/resource/Hubert_H._Humphrey http://dbpedia.org/resource/Humbert_Humphrey http://dbpedia.org/resource/Hubert_Horatio_Humphrey http://dbpedia.org/resource/Hubert_Humphrey,_Jr. http://dbpedia.org/resource/Vice_President_Humphrey http://dbpedia.org/resource/Hubert_Horatio_Humphrey,_II http://dbpedia.org/resource/Hubert_humphry"
"tt_1","63","6","http://dbpedia.org/resource/Spiro_Theodore_Agnew http://dbpedia.org/resource/Nattering_nabob_of_negativism http://dbpedia.org/resource/Agnew,_Spiro http://dbpedia.org/resource/Ted_Agnew http://dbpedia.org/resource/Agnew,_Spiro_T. http://dbpedia.org/resource/Spiro_Anagnostopoulos http://dbpedia.org/resource/Nattering_nabob_of_negativity http://dbpedia.org/resource/Spiro_T._Agnew http://dbpedia.org/resource/Spiros_Anagnostopoulos http://dbpedia.org/resource/Nattering_nabobs http://dbpedia.org/resource/T._Spiro_Agnew http://dbpedia.org/resource/Nattering_Nabobs_of_Negatism http://dbpedia.org/resource/Nattering_nabob http://dbpedia.org/resource/Spiro_Agnew http://dbpedia.org/resource/Nattering_nabobs_of_negativism http://dbpedia.org/resource/Agnew,_Spirou http://dbpedia.org/resource/Vice_President_Agnew http://dbpedia.org/resource/Agnew,_Spiro_Theodore"
"tt_1","64","6","http://dbpedia.org/resource/Spiro_Theodore_Agnew http://dbpedia.org/resource/Nattering_nabob_of_negativism http://dbpedia.org/resource/Agnew,_Spiro http://dbpedia.org/resource/Ted_Agnew http://dbpedia.org/resource/Agnew,_Spiro_T. http://dbpedia.org/resource/Spiro_Anagnostopoulos http://dbpedia.org/resource/Nattering_nabob_of_negativity http://dbpedia.org/resource/Spiro_T._Agnew http://dbpedia.org/resource/Spiros_Anagnostopoulos http://dbpedia.org/resource/Nattering_nabobs http://dbpedia.org/resource/T._Spiro_Agnew http://dbpedia.org/resource/Nattering_Nabobs_of_Negatism http://dbpedia.org/resource/Nattering_nabob http://dbpedia.org/resource/Spiro_Agnew http://dbpedia.org/resource/Nattering_nabobs_of_negativism http://dbpedia.org/resource/Agnew,_Spirou http://dbpedia.org/resource/Vice_President_Agnew http://dbpedia.org/resource/Agnew,_Spiro_Theodore"
"tt_1","66","6","http://dbpedia.org/resource/Assassination_attempts_on_Gerald_Ford http://dbpedia.org/resource/Ford,_Gerald http://dbpedia.org/resource/Gerald_R._Ford http://dbpedia.org/resource/Leslie_L_King http://dbpedia.org/resource/Gerald_ford http://dbpedia.org/resource/Gerald_Rudolph_Ford,_Jr. http://dbpedia.org/resource/U.S._President_Gerald_Ford http://dbpedia.org/resource/Gerald_R._Ford_Jr. http://dbpedia.org/resource/Gerry_Ford http://dbpedia.org/resource/38th_President_of_the_United_States http://dbpedia.org/resource/Gerald_R_Ford http://dbpedia.org/resource/Jerry_Ford http://dbpedia.org/resource/Gerald_R._Ford,_Jr http://dbpedia.org/resource/Gerald_Rudolph_Ford http://dbpedia.org/resource/Vice_President_Ford http://dbpedia.org/resource/Gerald_Rudolph,_Jr._Ford http://dbpedia.org/resource/Presidency_of_Gerald_R._Ford http://dbpedia.org/resource/Leslie_L._King http://dbpedia.org/resource/Gerald_Ford http://dbpedia.org/resource/Leslie_Lynch_King_Jr http://dbpedia.org/resource/Gerald_R._Ford,_Jr. http://dbpedia.org/resource/Leslie_Lynch_King,_Jr. http://dbpedia.org/resource/Ford_administration http://dbpedia.org/resource/Ford_Administration http://dbpedia.org/resource/Leslie_Lynch_King,_Jr http://dbpedia.org/resource/Gerald_fod http://dbpedia.org/resource/Leslie_Lynch_King_Jr. http://dbpedia.org/resource/Leslie_King,_Jr http://dbpedia.org/resource/President_Ford http://dbpedia.org/resource/Leslie_King,_Jr. http://dbpedia.org/resource/Leslie_Lynch_King http://dbpedia.org/resource/Gerald_Ford,_Jr. http://dbpedia.org/resource/President_Gerald_Ford http://dbpedia.org/resource/Birth_and_life_of_Gerald_Ford http://dbpedia.org/resource/Gerald_Rudolph_Ford_Jr. http://dbpedia.org/resource/President_Gerald_R._Ford"
"tt_1","68","6","http://dbpedia.org/resource/Nelson_Aldrich_Rockefeller http://dbpedia.org/resource/Nelson_Rockefeller http://dbpedia.org/resource/Nelson_A._Rockefeller http://dbpedia.org/resource/Vice_President_Rockefeller http://dbpedia.org/resource/Nelson_A_Rockefeller http://dbpedia.org/resource/Nelson_Rockfeller http://dbpedia.org/resource/Nelson_D._Rockefeller http://dbpedia.org/resource/Nelson_Rockefeler http://dbpedia.org/resource/Nelson_Rockfeler"
"tt_1","69","6","http://dbpedia.org/resource/Fritz_Mondale http://dbpedia.org/resource/Walter_F_Mondale http://dbpedia.org/resource/Walter_F._Mondale http://dbpedia.org/resource/Walter_Fritz_Mondale http://dbpedia.org/resource/Walter_Frederick_%22Fritz%22_Mondale http://dbpedia.org/resource/Walter_Mondale http://dbpedia.org/resource/Vice_President_Mondale http://dbpedia.org/resource/Walter_P._Mondale http://dbpedia.org/resource/Walter_Frederick_Mondale http://dbpedia.org/resource/Mondale"
